transaction_id,customer_id,timestamp,amount,category,payment_method,device_type,country,merchant_id,is_fraudulent,fraud_type
TXN_20240103_00000077,CUST_00285,2024-01-03 18:21:00,88.63,Books,Credit Card,Tablet,FR,MERCH_025,False,
TXN_20240101_00000078,CUST_00331,2024-01-01 21:15:00,100.27,Food & Beverage,Cryptocurrency,Mobile,BR,MERCH_058,False,
TXN_20240101_00000079,CUST_00340,2024-01-01 04:05:00,26.05,Books,Google Pay,Mobile,FR,MERCH_061,False,
TXN_20240106_00000080,CUST_00181,2024-01-06 21:33:00,133.4,Health & Beauty,Cryptocurrency,Mobile,AU,MERCH_035,False,
TXN_20240104_00000081,CUST_00381,2024-01-04 06:16:00,85.58,Sports,Google Pay,Tablet,UK,MERCH_024,False,
TXN_20240103_00000082,CUST_00306,2024-01-03 01:13:00,117.83,Toys,PayPal,Desktop,IN,MERCH_025,False,
TXN_20240104_00000083,CUST_00141,2024-01-04 03:14:00,62.04,Health & Beauty,Credit Card,Desktop,IN,MERCH_071,True,velocity
TXN_20240104_00000084,CUST_00447,2024-01-04 02:44:00,517.54,Home & Garden,Credit Card,Tablet,UK,MERCH_037,False,
TXN_20240106_00000085,CUST_00482,2024-01-06 00:30:00,142.88,Toys,Apple Pay,Desktop,FR,MERCH_009,False,
TXN_20240105_00000086,CUST_00077,2024-01-05 06:31:00,292.74,Clothing,Google Pay,Mobile,CA,MERCH_011,False,
TXN_20240103_00000087,CUST_00398,2024-01-03 15:07:00,123.23,Food & Beverage,Google Pay,Mobile,DE,MERCH_058,False,
TXN_20240105_00000088,CUST_00492,2024-01-05 17:19:00,64.55,Food & Beverage,Cryptocurrency,Desktop,MX,MERCH_098,False,
TXN_20240103_00000089,CUST_00089,2024-01-03 05:40:00,169.82,Sports,Google Pay,Desktop,DE,MERCH_021,False,
TXN_20240101_00000090,CUST_00119,2024-01-01 00:26:00,278.85,Toys,PayPal,Tablet,US,MERCH_037,False,
TXN_20240105_00000091,CUST_00339,2024-01-05 20:04:00,555.49,Sports,Debit Card,Mobile,MX,MERCH_015,False,
TXN_20240106_00000092,CUST_00031,2024-01-06 19:14:00,728.56,Home & Garden,Debit Card,Mobile,UK,MERCH_077,False,
TXN_20240107_00000093,CUST_00359,2024-01-07 01:58:00,46.72,Books,Apple Pay,Mobile,FR,MERCH_065,False,
TXN_20240106_00000094,CUST_00129,2024-01-06 18:31:00,41.37,Toys,Credit Card,Desktop,NG,MERCH_030,True,unusual_location
TXN_20240107_00000095,CUST_00296,2024-01-07 03:37:00,1999.17,Electronics,Credit Card,Desktop,FR,MERCH_061,False,
TXN_20240106_00000096,CUST_00224,2024-01-06 12:41:00,367.27,Toys,Cryptocurrency,Mobile,MX,MERCH_012,False,
TXN_20240106_00000097,CUST_00169,2024-01-06 00:22:00,70.0,Food & Beverage,Apple Pay,Tablet,CA,MERCH_064,False,
TXN_20240104_00000098,CUST_00046,2024-01-04 01:42:00,163.65,Food & Beverage,PayPal,Mobile,BR,MERCH_042,False,
TXN_20240102_00000099,CUST_00337,2024-01-02 05:49:00,173.66,Food & Beverage,Google Pay,Mobile,US,MERCH_053,False,
TXN_20240101_00000100,CUST_00390,2024-01-01 13:12:00,190.56,Health & Beauty,Credit Card,Desktop,BR,MERCH_035,False,
TXN_20240106_00000101,CUST_00015,2024-01-06 20:08:00,46.62,Books,Cryptocurrency,Tablet,UK,MERCH_031,False,
TXN_20240102_00000102,CUST_00237,2024-01-02 16:19:00,1126.89,Electronics,Credit Card,Tablet,UK,MERCH_020,False,
TXN_20240106_00000103,CUST_00242,2024-01-06 07:59:00,53.34,Books,Debit Card,Mobile,BR,MERCH_071,False,
TXN_20240102_00000104,CUST_00443,2024-01-02 13:24:00,554.29,Sports,Credit Card,Mobile,CA,MERCH_099,False,
TXN_20240105_00000105,CUST_00429,2024-01-05 10:21:00,82.95,Books,Google Pay,Tablet,FR,MERCH_085,False,
TXN_20240106_00000106,CUST_00283,2024-01-06 05:55:00,368.31,Home & Garden,Google Pay,Mobile,AU,MERCH_059,False,
TXN_20240104_00000107,CUST_00120,2024-01-04 10:55:00,588.75,Sports,Apple Pay,Desktop,JP,MERCH_041,False,
TXN_20240106_00000108,CUST_00254,2024-01-06 01:45:00,80.29,Food & Beverage,Credit Card,Desktop,CA,MERCH_065,False,
TXN_20240107_00000109,CUST_00467,2024-01-07 07:21:00,438.35,Clothing,Apple Pay,Desktop,IN,MERCH_093,False,
TXN_20240102_00000110,CUST_00174,2024-01-02 12:26:00,78.37,Home & Garden,Google Pay,Tablet,FR,MERCH_051,False,
TXN_20240107_00000111,CUST_00489,2024-01-07 22:05:00,257.18,Health & Beauty,PayPal,Tablet,JP,MERCH_092,False,
TXN_20240106_00000112,CUST_00117,2024-01-06 04:55:00,1254.05,Electronics,Cryptocurrency,Desktop,FR,MERCH_056,False,
TXN_20240102_00000113,CUST_00024,2024-01-02 01:48:00,227.4,Clothing,PayPal,Desktop,US,MERCH_038,False,
TXN_20240104_00000114,CUST_00350,2024-01-04 19:23:00,33.39,Food & Beverage,Debit Card,Desktop,MX,MERCH_023,False,
TXN_20240101_00000115,CUST_00074,2024-01-01 20:39:00,125.84,Food & Beverage,Debit Card,Mobile,MX,MERCH_082,False,
TXN_20240103_00000116,CUST_00462,2024-01-03 17:29:00,68.35,Books,PayPal,Tablet,BR,MERCH_070,False,
TXN_20240102_00000117,CUST_00328,2024-01-02 16:04:00,378.64,Toys,Apple Pay,Tablet,FR,MERCH_033,False,
TXN_20240105_00000118,CUST_00055,2024-01-05 20:54:00,23.93,Books,Debit Card,Mobile,BR,MERCH_074,False,
TXN_20240104_00000119,CUST_00141,2024-01-04 19:36:00,99.31,Books,Credit Card,Tablet,JP,MERCH_088,False,
TXN_20240101_00000120,CUST_00311,2024-01-01 12:58:00,334.81,Toys,PayPal,Desktop,DE,MERCH_082,False,
TXN_20240103_00000121,CUST_00322,2024-01-03 00:39:00,69.39,Books,Credit Card,Tablet,CA,MERCH_083,False,
TXN_20240101_00000122,CUST_00047,2024-01-01 10:19:00,23.01,Toys,PayPal,Mobile,CA,MERCH_096,False,
TXN_20240105_00000123,CUST_00272,2024-01-05 10:11:00,92.31,Sports,Google Pay,Mobile,AU,MERCH_022,False,
TXN_20240103_00000124,CUST_00412,2024-01-03 17:58:00,387.28,Toys,Credit Card,Mobile,AU,MERCH_010,False,
TXN_20240102_00000125,CUST_00496,2024-01-02 12:48:00,518.18,Sports,Google Pay,Mobile,JP,MERCH_012,False,
TXN_20240105_00000126,CUST_00300,2024-01-05 05:00:00,55.97,Books,Apple Pay,Tablet,FR,MERCH_048,False,
TXN_20240102_00000127,CUST_00168,2024-01-02 03:43:00,290.81,Sports,Google Pay,Desktop,IN,MERCH_083,False,
TXN_20240101_00000128,CUST_00060,2024-01-01 16:40:00,364.66,Toys,Debit Card,Desktop,JP,MERCH_005,False,
TXN_20240104_00000129,CUST_00199,2024-01-04 05:31:00,57.62,Clothing,Apple Pay,Mobile,CA,MERCH_086,False,
TXN_20240106_00000130,CUST_00316,2024-01-06 18:26:00,710.62,Home & Garden,Apple Pay,Mobile,BR,MERCH_005,False,
TXN_20240104_00000131,CUST_00051,2024-01-04 22:13:00,183.43,Toys,Cryptocurrency,Mobile,AU,MERCH_070,False,
TXN_20240107_00000132,CUST_00486,2024-01-07 21:22:00,826.37,Electronics,Apple Pay,Desktop,UK,MERCH_085,False,
TXN_20240103_00000133,CUST_00403,2024-01-03 06:41:00,148.63,Electronics,Google Pay,Desktop,CA,MERCH_009,False,
TXN_20240106_00000134,CUST_00404,2024-01-06 21:13:00,490.64,Sports,Google Pay,Desktop,CA,MERCH_036,False,
TXN_20240102_00000135,CUST_00068,2024-01-02 13:08:00,80.86,Books,Credit Card,Mobile,US,MERCH_031,False,
TXN_20240107_00000136,CUST_00270,2024-01-07 06:20:00,389.78,Electronics,Credit Card,Tablet,JP,MERCH_009,False,
TXN_20240106_00000137,CUST_00114,2024-01-06 01:28:00,158.84,Health & Beauty,Google Pay,Desktop,IN,MERCH_094,False,
TXN_20240108_00000138,CUST_00246,2024-01-08 00:33:00,48.51,Books,Apple Pay,Mobile,US,MERCH_088,False,
TXN_20240102_00000139,CUST_00076,2024-01-02 03:31:00,38.66,Toys,Credit Card,Desktop,MX,MERCH_036,False,
TXN_20240107_00000140,CUST_00233,2024-01-07 15:40:00,120.46,Health & Beauty,Google Pay,Tablet,FR,MERCH_056,False,
TXN_20240102_00000141,CUST_00370,2024-01-02 01:50:00,427.87,Clothing,Debit Card,Mobile,IN,MERCH_058,False,
TXN_20240103_00000142,CUST_00161,2024-01-03 10:26:00,249.95,Health & Beauty,Apple Pay,Mobile,UK,MERCH_086,False,
TXN_20240103_00000143,CUST_00426,2024-01-03 17:23:00,555.72,Home & Garden,Credit Card,Desktop,UK,MERCH_056,False,
TXN_20240102_00000144,CUST_00490,2024-01-02 00:47:00,245.41,Health & Beauty,Google Pay,Tablet,MX,MERCH_043,False,
TXN_20240102_00000145,CUST_00445,2024-01-02 07:26:00,263.35,Health & Beauty,Cryptocurrency,Desktop,JP,MERCH_037,False,
TXN_20240107_00000146,CUST_00337,2024-01-07 09:19:00,40.04,Health & Beauty,Apple Pay,Desktop,CA,MERCH_014,False,
TXN_20240104_00000147,CUST_00414,2024-01-04 17:54:00,43.32,Health & Beauty,Apple Pay,Tablet,DE,MERCH_099,False,
TXN_20240107_00000148,CUST_00015,2024-01-07 15:39:00,1237.54,Electronics,Debit Card,Mobile,FR,MERCH_090,False,
TXN_20240104_00000149,CUST_00290,2024-01-04 07:58:00,99999.99,Health & Beauty,Cryptocurrency,Mobile,CA,MERCH_009,False,
TXN_20240102_00000150,CUST_00215,2024-01-02 12:47:00,228.93,Electronics,Apple Pay,Mobile,JP,MERCH_021,False,
TXN_20240104_00000151,CUST_00453,2024-01-04 22:19:00,235.28,Health & Beauty,Credit Card,Desktop,UK,MERCH_021,False,
TXN_20240107_00000152,CUST_00311,2024-01-07 14:03:00,143.33,Clothing,Apple Pay,Mobile,BR,MERCH_035,False,
TXN_20240103_00000153,CUST_00250,2024-01-03 07:48:00,179.13,Clothing,Google Pay,Tablet,MX,MERCH_040,False,
TXN_20240101_00000154,CUST_00155,2024-01-01 11:14:00,196.97,Food & Beverage,Debit Card,Desktop,DE,MERCH_098,False,
TXN_20240103_00000155,CUST_00090,2024-01-03 17:18:00,44.8,Health & Beauty,Debit Card,Mobile,JP,MERCH_069,False,
TXN_20240103_00000156,CUST_00224,2024-01-03 10:32:00,30.9,Health & Beauty,Credit Card,Mobile,US,MERCH_010,False,
TXN_20240104_00000157,CUST_00149,2024-01-04 08:36:00,116.81,Food & Beverage,Credit Card,Mobile,JP,MERCH_003,False,
TXN_20240104_00000158,CUST_00224,2024-01-04 11:10:00,334.49,Toys,Credit Card,Desktop,UK,MERCH_056,False,
TXN_20240107_00000159,CUST_00114,2024-01-07 06:25:00,203.93,Clothing,PayPal,Desktop,AU,MERCH_010,False,
TXN_20240106_00000160,CUST_00180,2024-01-06 10:40:00,270.0,Clothing,Cryptocurrency,Tablet,AU,MERCH_019,False,
TXN_20240103_00000161,CUST_00390,2024-01-03 12:06:00,219.66,Home & Garden,Cryptocurrency,Desktop,CA,MERCH_023,False,
TXN_20240107_00000162,CUST_00349,2024-01-07 16:31:00,304.23,Toys,Google Pay,Tablet,BR,MERCH_082,False,
TXN_20240107_00000163,CUST_00324,2024-01-07 15:20:00,53.78,Health & Beauty,PayPal,,BR,MERCH_076,False,
TXN_20240101_00000164,CUST_00189,2024-01-01 14:22:00,162.1,Clothing,PayPal,Desktop,US,MERCH_083,False,
TXN_20240101_00000165,CUST_00231,2024-01-01 23:39:00,95.23,Food & Beverage,Google Pay,Tablet,US,MERCH_025,False,
TXN_20240104_00000166,CUST_00053,2024-01-04 10:38:00,205.53,Toys,PayPal,Tablet,BR,MERCH_011,False,
TXN_20240106_00000167,CUST_00269,2024-01-06 09:41:00,50.53,Home & Garden,Google Pay,Tablet,BR,MERCH_021,False,
TXN_20240104_00000168,CUST_00027,2024-01-04 21:23:00,41.8,Books,Cryptocurrency,Tablet,MX,MERCH_043,False,
TXN_20240101_00000169,CUST_00371,2024-01-01 16:21:00,283.4,Clothing,Cryptocurrency,Tablet,FR,MERCH_020,False,
TXN_20240104_00000170,CUST_00067,2024-01-04 13:05:00,735.06,Home & Garden,Google Pay,Tablet,JP,MERCH_011,False,
TXN_20240104_00000171,CUST_00344,2024-01-04 07:35:00,130.48,Food & Beverage,Cryptocurrency,Tablet,CA,MERCH_088,False,
TXN_20240106_00000172,CUST_00487,2024-01-06 14:05:00,104.16,Food & Beverage,Debit Card,Mobile,FR,MERCH_099,True,velocity
TXN_20240106_00000173,CUST_00433,2024-01-06 04:12:00,599.99,Sports,Credit Card,Tablet,FR,MERCH_099,False,
TXN_20240106_00000174,CUST_00068,2024-01-06 18:53:00,1340.76,Electronics,Google Pay,Mobile,MX,MERCH_020,False,
TXN_20240102_00000175,CUST_00497,2024-01-02 17:11:00,582.52,Home & Garden,Apple Pay,Tablet,AU,MERCH_037,True,velocity
TXN_20240105_00000176,CUST_00463,2024-01-05 18:14:00,196.04,Sports,,Mobile,BR,MERCH_087,False,
TXN_20240107_00000177,CUST_00271,2024-01-07 02:28:00,310.08,Toys,Apple Pay,Desktop,IN,MERCH_026,False,
TXN_20240107_00000178,CUST_00284,2024-01-07 10:08:00,9.96,Books,Credit Card,Tablet,AU,MERCH_067,False,
TXN_20240102_00000179,CUST_00076,2024-01-02 07:18:00,383.93,Clothing,Apple Pay,Desktop,IN,MERCH_029,False,
TXN_20240105_00000180,CUST_00258,2024-01-05 19:56:00,279.84,Health & Beauty,PayPal,Desktop,JP,MERCH_050,False,
TXN_20240101_00000181,CUST_00406,2024-01-01 20:23:00,31.49,Sports,Debit Card,Desktop,AU,MERCH_005,False,
TXN_20240104_00000182,CUST_00230,2024-01-04 01:58:00,281.47,Toys,Google Pay,Desktop,BR,MERCH_011,False,
TXN_20240101_00000183,CUST_00271,2024-01-01 04:16:00,503.45,Sports,Apple Pay,Desktop,MX,MERCH_100,False,
TXN_20240104_00000184,CUST_00235,2024-01-04 01:15:00,16.58,Books,,Desktop,MX,MERCH_064,False,
TXN_20240107_00000185,CUST_00150,2024-01-07 08:34:00,1282.31,Electronics,Apple Pay,Desktop,CA,MERCH_079,False,
TXN_20240104_00000186,CUST_00500,2024-01-04 18:15:00,41.53,Food & Beverage,PayPal,Desktop,IN,MERCH_068,False,
TXN_20240106_00000187,CUST_00192,2024-01-06 19:32:00,811.38,Electronics,PayPal,Tablet,JP,MERCH_003,False,
TXN_20240104_00000188,CUST_00396,2024-01-04 19:50:00,178.95,Clothing,Google Pay,Tablet,UK,MERCH_097,False,
TXN_20240104_00000189,CUST_00426,2024-01-04 13:08:00,736.98,Electronics,Cryptocurrency,Mobile,CA,MERCH_090,False,
TXN_20240106_00000190,CUST_00019,2024-01-06 02:40:00,652.97,Home & Garden,PayPal,Desktop,BR,MERCH_006,False,
TXN_20240103_00000191,CUST_00418,2024-01-03 03:56:00,665.41,Electronics,Google Pay,Mobile,JP,MERCH_033,False,
TXN_20240101_00000192,CUST_00444,2024-01-01 09:48:00,182.37,Sports,Cryptocurrency,Mobile,US,MERCH_035,False,
TXN_20240102_00000193,CUST_00459,2024-01-02 07:51:00,136.72,Health & Beauty,Apple Pay,Mobile,BR,MERCH_024,False,
TXN_20240106_00000194,CUST_00411,2024-01-06 07:44:00,153.27,Toys,Credit Card,Tablet,FR,MERCH_055,False,
TXN_20240101_00000195,CUST_00168,2024-01-01 20:27:00,445.47,Home & Garden,Cryptocurrency,Mobile,UK,MERCH_040,False,
TXN_20240105_00000196,CUST_00022,2024-01-05 18:38:00,37.5,Food & Beverage,Cryptocurrency,Mobile,BR,MERCH_079,False,
TXN_20240105_00000197,CUST_00263,2024-01-05 15:17:00,196.33,Electronics,Cryptocurrency,Tablet,AU,MERCH_021,False,
TXN_20240101_00000198,CUST_00186,2024-01-01 07:09:00,23.57,Toys,Apple Pay,Tablet,AU,MERCH_005,False,
TXN_20240107_00000199,CUST_00294,2024-01-07 10:09:00,380.04,Toys,Debit Card,Tablet,UK,MERCH_047,False,
TXN_20240105_00000200,CUST_00256,2024-01-05 05:20:00,28.71,Books,Google Pay,Mobile,CA,MERCH_072,False,
TXN_20240102_00000201,CUST_00147,2024-01-02 06:16:00,71.88,Books,Cryptocurrency,Mobile,MX,MERCH_026,False,
TXN_20240102_00000202,CUST_00045,2024-01-02 07:08:00,231.5,Clothing,Cryptocurrency,Mobile,BR,MERCH_086,False,
TXN_20240104_00000203,CUST_00436,2024-01-04 16:45:00,279.5,Clothing,Debit Card,Tablet,FR,MERCH_091,False,
TXN_20240107_00000204,CUST_00406,2024-01-07 19:11:00,157.54,Health & Beauty,Debit Card,Desktop,DE,MERCH_064,False,
TXN_20240101_00000205,CUST_00314,2024-01-01 06:23:00,145.55,Health & Beauty,Credit Card,Desktop,CA,MERCH_040,False,
TXN_20240105_00000206,CUST_00038,2024-01-05 05:45:00,215.02,Toys,Debit Card,Mobile,MX,MERCH_083,False,
TXN_20240101_00000207,CUST_00328,2024-01-01 18:28:00,275.24,Toys,Google Pay,Desktop,IN,MERCH_099,False,
TXN_20240102_00000208,CUST_00085,2024-01-02 09:27:00,1671.21,Electronics,Debit Card,Mobile,FR,MERCH_091,False,
TXN_20240103_00000209,CUST_00141,2024-01-03 09:22:00,85.36,Books,Debit Card,Tablet,IN,MERCH_039,False,
