transaction_amount,transaction_hour,day_of_week,merchant_category,card_present,international,distance_from_home,prev_transaction_count,avg_transaction_amount,transaction_id,timestamp
134.7489676524312,8,2,online,1,0,2.693700292997387,21,82.81736507573648,BATCH_00000986,2024-01-07 20:20:00
25.45650935535732,10,4,online,1,0,5.256427367068697,16,26.559150135551853,BATCH_00000902,2024-01-07 06:20:00
139.619733108815,22,3,grocery,1,0,0.10977806851445908,19,127.52814303289509,BATCH_00000947,2024-01-07 13:50:00
130.66837507412984,18,3,restaurant,1,0,1.8463291815491047,17,196.35282496925063,BATCH_00000346,2024-01-03 09:40:00
6.686850813500302,14,1,grocery,0,0,7.782325922317411,15,125.05065026288369,BATCH_00000139,2024-01-01 23:10:00
93.42058908256242,15,4,online,1,1,3.3819564837852045,19,19.60233281983284,BATCH_00000621,2024-01-05 07:30:00
78.07039502140536,11,4,grocery,1,0,0.5747216550175871,21,23.359035114595162,BATCH_00000499,2024-01-04 11:10:00
92.53442253974823,10,1,grocery,1,0,3.727583253718065,23,80.40366041964974,BATCH_00000370,2024-01-03 13:40:00
111.01854530685861,14,2,gas,1,0,0.8980531544674765,30,21.909342597824455,BATCH_00000198,2024-01-02 09:00:00
31.209992981240756,13,2,grocery,1,0,2.3670389099687417,15,16.56307060000183,BATCH_00000687,2024-01-05 18:30:00
22.034430353527753,7,0,restaurant,1,0,4.422142792309054,12,57.23998473201799,BATCH_00000584,2024-01-05 01:20:00
54.30674366650622,10,0,travel,0,0,9.663464607745784,21,31.153188891195835,BATCH_00000901,2024-01-07 06:10:00
112.59522338414094,20,1,gas,1,0,0.5608018622543661,25,21.535399977260003,BATCH_00000059,2024-01-01 09:50:00
10.051529635995198,13,2,retail,1,0,1.9574527543845344,23,31.481933643241632,BATCH_00000328,2024-01-03 06:40:00
54.3376021668498,7,0,online,0,0,0.9668107567338144,17,61.911044343793655,BATCH_00000096,2024-01-01 16:00:00
36.45744864565087,19,2,retail,1,0,4.54023460428655,17,114.06406966361962,BATCH_00000312,2024-01-03 04:00:00
160.03832801402316,14,1,retail,1,0,1.5827281111486151,18,95.40188122698554,BATCH_00000974,2024-01-07 18:20:00
14.589040354747977,6,1,retail,1,0,10.8980641100591,27,27.91989152290279,BATCH_00000299,2024-01-03 01:50:00
192.10225044334513,17,1,retail,1,0,1.7389722549517594,14,36.25351836650753,BATCH_00000277,2024-01-02 22:10:00
117.61303048386317,16,2,gas,1,0,3.6275616902483265,20,69.88836692895225,BATCH_00000924,2024-01-07 10:00:00
51.24294335491918,6,1,grocery,0,0,0.9436037450491364,17,79.77013992023107,BATCH_00000601,2024-01-05 04:10:00
20.570058563917353,13,4,gas,0,0,6.794725451030141,25,176.7997786351767,BATCH_00000439,2024-01-04 01:10:00
1038.1841155786904,19,3,grocery,0,0,417.36642236698225,2,74.39374530330338,BATCH_00000837,2024-01-06 19:30:00
28.963524755401547,11,2,retail,0,0,0.2817952848323615,13,21.08639522289775,BATCH_00000570,2024-01-04 23:00:00
157.17010405807255,20,1,retail,1,0,0.6407368810713167,20,6.59525228753385,BATCH_00000879,2024-01-07 02:30:00
18.18614251228991,12,4,grocery,1,0,8.845439034128354,19,7.724859545947352,BATCH_00000261,2024-01-02 19:30:00
119.11418647106768,6,2,grocery,1,0,3.275616162652523,20,19.649260940315116,BATCH_00000578,2024-01-05 00:20:00
52.904524524311604,11,0,grocery,1,0,8.332560669649007,26,43.54003666354934,BATCH_00000023,2024-01-01 03:50:00
162.11045769870566,16,2,restaurant,1,0,2.647867112070611,22,138.86952825690912,BATCH_00000030,2024-01-01 05:00:00
16.46268390367047,14,2,grocery,1,0,6.52293993083984,17,28.944302984241183,BATCH_00000617,2024-01-05 06:50:00
64.90817085548737,9,3,gas,0,0,0.9562194211502013,19,103.51690954424835,BATCH_00000010,2024-01-01 01:40:00
14.404915105278453,8,1,travel,1,0,1.817456864784811,30,31.59980307669968,BATCH_00000221,2024-01-02 12:50:00
77.62826799287566,9,1,gas,1,0,0.6282762172589882,16,80.04361943790049,BATCH_00000820,2024-01-06 16:40:00
1467.4161893358812,16,0,travel,0,1,5.127110621695749,0,73.73311865072738,BATCH_00000296,2024-01-03 01:20:00
45.75803833193499,16,0,retail,1,0,25.006419298078335,19,5.856070389419602,BATCH_00000054,2024-01-01 09:00:00
55.549108172378105,18,1,grocery,1,0,5.691980528964087,18,47.749877825645875,BATCH_00000542,2024-01-04 18:20:00
65.2893085117001,8,0,online,1,0,5.872701364484768,22,158.26672569638686,BATCH_00000209,2024-01-02 10:50:00
121.79739024789674,10,0,grocery,1,0,1.4658858086446405,18,23.256820118213955,BATCH_00000604,2024-01-05 04:40:00
100.81814971844932,10,0,retail,1,0,10.432155453156192,28,8.976662204339116,BATCH_00000692,2024-01-05 19:20:00
416.126771312074,1,5,grocery,0,1,581.2111671206692,4,45.6485222466313,BATCH_00000662,2024-01-05 14:20:00
13.111590474594188,16,4,online,1,1,2.564285049408426,23,69.29309871220313,BATCH_00000866,2024-01-07 00:20:00
26.58805087956499,8,1,gas,1,0,9.557071374153598,26,30.883760758511396,BATCH_00000070,2024-01-01 11:40:00
84.81938851060302,22,2,restaurant,1,0,1.0295510017852252,19,111.70000093551779,BATCH_00000543,2024-01-04 18:30:00
864.1158111002821,19,1,online,0,0,139.301522275592,2,99.1120098087012,BATCH_00000107,2024-01-01 17:50:00
15.016370640279723,16,2,retail,1,0,1.3433811311736226,15,20.247029715609685,BATCH_00000493,2024-01-04 10:10:00
172.04213039714998,18,2,grocery,1,0,1.2732103597608313,24,95.25856578552404,BATCH_00000590,2024-01-05 02:20:00
92.81456336471062,16,2,travel,1,0,0.742276465452516,23,7.774522619159153,BATCH_00000741,2024-01-06 03:30:00
38.93826142732861,9,1,retail,1,0,0.7188384955060066,25,65.36514043044731,BATCH_00000292,2024-01-03 00:40:00
808.2706412573225,0,3,retail,1,0,698.7062709375632,3,15.997353004377553,BATCH_00000289,2024-01-03 00:10:00
43.63019706524612,11,2,grocery,0,0,4.493084031287723,16,45.129995972850374,BATCH_00000652,2024-01-05 12:40:00
48.353772019623776,9,4,gas,1,0,0.9337794564811137,15,49.137026620547985,BATCH_00000039,2024-01-01 06:30:00
184.53735189509612,22,2,travel,1,0,2.00377699452425,20,41.90938751685205,BATCH_00000589,2024-01-05 02:10:00
45.892330065912,8,1,grocery,1,0,11.428516590404454,32,48.60649280633253,BATCH_00000307,2024-01-03 03:10:00
35.05239937843193,9,1,travel,1,0,3.769467740565673,26,26.905814569449294,BATCH_00000679,2024-01-05 17:10:00
94.91498595481728,22,2,grocery,1,0,8.317994684208957,17,91.43836915626211,BATCH_00000066,2024-01-01 11:00:00
145.15313637126522,12,3,grocery,1,0,1.2767571547185663,14,149.13053564829994,BATCH_00000275,2024-01-02 21:50:00
74.2604573263371,19,3,restaurant,1,0,2.4172344478021675,24,39.52471920539083,BATCH_00000067,2024-01-01 11:10:00
138.21840364427115,6,1,grocery,1,0,0.027729511472636997,24,110.57039846290023,BATCH_00000318,2024-01-03 05:00:00
8.162384384101708,15,0,online,1,1,0.4930521831361831,30,87.59803342714922,BATCH_00000548,2024-01-04 19:20:00
5.838508579731086,11,4,restaurant,1,0,1.2477993274008732,17,15.616214192322381,BATCH_00000998,2024-01-07 22:20:00
36.93955205276423,18,4,retail,0,0,0.20926319271612714,29,74.07942376552941,BATCH_00000714,2024-01-05 23:00:00
166.509380774522,10,2,grocery,1,0,0.6532230031355101,21,37.00513848213034,BATCH_00000753,2024-01-06 05:30:00
11.511329835007357,17,2,gas,1,0,3.924198492669619,29,70.00208067757265,BATCH_00000327,2024-01-03 06:30:00
167.47354786659415,8,4,retail,1,0,4.6552441355526675,23,32.70474930697575,BATCH_00000382,2024-01-03 15:40:00
34.3779498444095,14,4,travel,1,0,0.49908413467110047,16,61.82672072088297,BATCH_00000451,2024-01-04 03:10:00
9.612620205060976,12,4,retail,0,0,4.669556127315665,17,22.203876129453004,BATCH_00000522,2024-01-04 15:00:00
49.76222584441577,19,1,retail,1,0,1.5820843117586822,13,71.01267165728555,BATCH_00000218,2024-01-02 12:20:00
153.80605578637235,14,1,travel,1,0,4.2537411757124834,18,47.035252176737586,BATCH_00000787,2024-01-06 11:10:00
40.44854274163427,22,0,online,0,0,13.467720439368811,19,159.8928756779126,BATCH_00000436,2024-01-04 00:40:00
876.425154509823,12,2,grocery,1,0,0.8380386751728404,16,39.87965248439056,BATCH_00000764,2024-01-06 07:20:00
32.71435486973292,13,0,restaurant,1,0,2.163592044196468,25,45.2027165879251,BATCH_00000088,2024-01-01 14:40:00
153.86984790753647,9,2,gas,1,0,0.5031577504890785,23,184.72924030755624,BATCH_00000063,2024-01-01 10:30:00
46.02686999649158,10,3,retail,1,0,0.1576020542573393,22,27.293543425650746,BATCH_00000826,2024-01-06 17:40:00
52.68359586403109,16,2,online,1,0,1.1695310662298422,24,259.6806166152662,BATCH_00000716,2024-01-05 23:20:00
59.25819968211113,12,1,online,0,0,2.8392353102934247,21,57.9710524219558,BATCH_00000351,2024-01-03 10:30:00
40.35239626722102,10,1,restaurant,1,0,6.196367297552861,19,173.66152200074387,BATCH_00000936,2024-01-07 12:00:00
42.92179207255932,17,1,retail,0,0,3.722573092234778,21,60.04117582949077,BATCH_00000256,2024-01-02 18:40:00
354.2544745884424,11,1,online,1,0,0.8867169594880898,18,151.92302746308314,BATCH_00000635,2024-01-05 09:50:00
39.132695877196284,7,1,gas,0,1,12.953215561507507,20,49.452229413435724,BATCH_00000644,2024-01-05 11:20:00
25.530145797091368,20,1,restaurant,1,0,9.911533774963669,17,89.8907123188874,BATCH_00000554,2024-01-04 20:20:00
49.003414223632454,21,1,gas,0,0,9.931285903679669,13,52.98589794222811,BATCH_00000959,2024-01-07 15:50:00
120.58754489998601,8,4,grocery,0,0,5.869325625706249,14,54.0886380822646,BATCH_00000168,2024-01-02 04:00:00
388.9448512980603,21,5,gas,0,0,2.8252037246712933,2,41.00088628570342,BATCH_00000917,2024-01-07 08:50:00
68.3031944734597,9,1,retail,1,0,9.117085234663788,28,72.06362121009532,BATCH_00000528,2024-01-04 16:00:00
73.98439372729312,19,3,restaurant,1,0,5.165951807254931,22,21.85576254993809,BATCH_00000823,2024-01-06 17:10:00
32.536982001055485,16,3,gas,1,0,1.3119736983889974,23,67.73262844875417,BATCH_00000985,2024-01-07 20:10:00
98.35062159704964,21,1,online,1,0,82.96131663024686,2,116.15093585980614,BATCH_00000816,2024-01-06 16:00:00
21.60985688667668,13,5,travel,0,0,10.559931207694264,1,274.35905128954306,BATCH_00000086,2024-01-01 14:20:00
22.686185656840323,9,1,online,0,0,4.324293546750229,20,113.98113800308478,BATCH_00000432,2024-01-04 00:00:00
58.018956066302955,21,1,retail,1,0,0.8452442600103395,19,23.148835213210628,BATCH_00000184,2024-01-02 06:40:00
24.293892894512084,20,3,grocery,1,0,1.9672433486697736,17,80.03342162218951,BATCH_00000978,2024-01-07 19:00:00
33.2744659193527,14,2,gas,1,0,3.060162857403663,25,139.82553444832305,BATCH_00000534,2024-01-04 17:00:00
58.07454233829084,6,4,grocery,1,0,19.9775044213272,23,6.914678695022645,BATCH_00000294,2024-01-03 01:00:00
117.10923249812798,11,3,restaurant,1,0,3.7121161460474017,26,19.69429159074091,BATCH_00000892,2024-01-07 04:40:00
25.04274357825256,13,1,grocery,1,0,1.9737618925128322,23,44.22819486186478,BATCH_00000425,2024-01-03 22:50:00
3.029942313233851,7,0,grocery,1,0,9.529184255879347,15,34.78276705010383,BATCH_00000713,2024-01-05 22:50:00
9.337399034971547,21,2,grocery,1,0,0.38164491084031643,23,214.08848965266284,BATCH_00000260,2024-01-02 19:20:00
582.401141811302,0,1,grocery,0,1,13.884258338840722,3,111.06349685316746,BATCH_00000237,2024-01-02 15:30:00
48.02139330966253,22,4,grocery,1,0,4.360636489202569,16,139.7167384093304,BATCH_00000559,2024-01-04 21:10:00
82.03082140058324,16,1,gas,1,1,1.509863208205465,22,66.7148459557357,BATCH_00000583,2024-01-05 01:10:00
265.52343780629934,19,4,online,1,0,2.742473298652932,16,23.071586988625867,BATCH_00000445,2024-01-04 02:10:00
50.680234719011786,12,1,grocery,1,0,9.584819434620266,20,69.5893877645476,BATCH_00000867,2024-01-07 00:30:00
17.05295007084247,13,2,restaurant,0,0,5.379022178169707,12,46.222773061011345,BATCH_00000800,2024-01-06 13:20:00
33.318457382797824,6,1,grocery,1,0,2.1666843739410067,24,31.772172921399473,BATCH_00000599,2024-01-05 03:50:00
3.240688456446629,21,2,gas,0,0,2.1874753859738956,21,29.309426676115176,BATCH_00000849,2024-01-06 21:30:00
14.581180629932462,18,0,restaurant,1,0,3.7286558526768583,20,258.3451467696542,BATCH_00000265,2024-01-02 20:10:00
189.45541529012385,11,2,gas,1,0,3.3453841411407077,13,16.11428677249953,BATCH_00000995,2024-01-07 21:50:00
8.02350066061555,19,3,restaurant,1,0,1.5891552508039126,16,61.26539762637117,BATCH_00000529,2024-01-04 16:10:00
124.6327543900162,6,2,restaurant,1,0,1.1782139945128272,15,174.71266026774893,BATCH_00000055,2024-01-01 09:10:00
29.02155464156171,21,0,gas,1,0,24.120934014289965,19,88.49875322735431,BATCH_00000120,2024-01-01 20:00:00
179.0797446220744,13,4,retail,1,0,1.6837823259408387,11,112.57011136005717,BATCH_00000215,2024-01-02 11:50:00
25.954268340461432,19,3,restaurant,1,0,8.825675500466781,22,105.13159222275728,BATCH_00000025,2024-01-01 04:10:00
116.42451013867483,19,1,gas,0,0,24.340134949454164,18,24.341749037203368,BATCH_00000072,2024-01-01 12:00:00
28.67131410073934,12,4,restaurant,0,0,2.6406047209617767,17,23.3891086367378,BATCH_00000044,2024-01-01 07:20:00
5.585861294745632,18,1,retail,0,0,0.23851283630443973,24,282.4816887633202,BATCH_00000247,2024-01-02 17:10:00
51.9649229943712,21,1,retail,0,0,0.5041036882765907,26,19.28611966017369,BATCH_00000721,2024-01-06 00:10:00
41.75926458670441,14,0,gas,0,0,7.164114363711618,13,102.36315661726556,BATCH_00000281,2024-01-02 22:50:00
242.78234263142457,6,4,grocery,1,0,2.3151322992843806,21,40.11539809687231,BATCH_00000893,2024-01-07 04:50:00
148.93203321276968,9,3,travel,0,0,6.335475527382133,13,193.13625135449922,BATCH_00000914,2024-01-07 08:20:00
35.22035688182658,17,1,restaurant,1,0,2.198994728199634,17,57.30751243305969,BATCH_00000810,2024-01-06 15:00:00
44.24088675213752,14,0,grocery,1,0,11.126747387192811,16,168.2225037264524,BATCH_00000244,2024-01-02 16:40:00
49.583638204957545,7,3,grocery,1,0,14.966663561149074,20,20.606381009862336,BATCH_00000822,2024-01-06 17:00:00
249.4060948585504,22,1,grocery,1,0,6.125447312978926,20,43.06254011887781,BATCH_00000321,2024-01-03 05:30:00
130.75055441206177,11,1,travel,0,1,110.66444100000923,1,59.51266271399005,BATCH_00000643,2024-01-05 11:10:00
42.3191998337875,21,4,grocery,1,0,3.0400055065104143,22,27.634693855637998,BATCH_00000158,2024-01-02 02:20:00
59.40767430239508,11,2,grocery,1,0,8.772275309034764,17,111.09561804790927,BATCH_00000977,2024-01-07 18:50:00
83.96376242194664,12,4,online,1,0,2.00113286773901,13,85.34118182153625,BATCH_00000429,2024-01-03 23:30:00
320.6400851921141,9,2,online,0,1,202.5340920858818,0,65.12727995255945,BATCH_00000941,2024-01-07 12:50:00
32.83047365488959,8,4,travel,1,0,14.262811090491002,14,38.548790154657425,BATCH_00000462,2024-01-04 05:00:00
55.660837626643,19,2,retail,1,0,1.8175417685447715,13,57.608668146181586,BATCH_00000309,2024-01-03 03:30:00
18.490785038010316,12,4,grocery,1,1,3.1084884872202285,24,28.020895998392827,BATCH_00000697,2024-01-05 20:10:00
48.495685718183005,14,0,retail,1,0,1.8862362613122672,19,30.620188004674027,BATCH_00000060,2024-01-01 10:00:00
68.56155803581294,7,2,online,1,0,0.6752721247990965,22,30.540073177326235,BATCH_00000884,2024-01-07 03:20:00
62.29734905524318,14,4,online,1,0,2.3480338470630473,26,121.82557333438508,BATCH_00000595,2024-01-05 03:10:00
205.1390544516016,3,0,online,0,1,17.734789846676307,0,41.248287669088405,BATCH_00000767,2024-01-06 07:50:00
37.059956850689346,19,3,restaurant,1,0,1.628125718711122,16,90.39778877205325,BATCH_00000649,2024-01-05 12:10:00
17.40877592753688,17,4,gas,0,0,2.9711167561584757,18,8.606294744888396,BATCH_00000650,2024-01-05 12:20:00
32.73743390296371,19,0,online,1,0,0.6284844307343794,18,48.68687830207201,BATCH_00000865,2024-01-07 00:10:00
377.5048026892727,21,0,grocery,1,0,1.4192485304673805,19,36.771616856364126,BATCH_00000668,2024-01-05 15:20:00
417.1450829465957,6,4,online,1,0,1.2830491816617986,20,73.21489578139263,BATCH_00000298,2024-01-03 01:40:00
68.49781111938212,7,3,grocery,1,0,0.5536140804232919,23,157.9857220049242,BATCH_00000689,2024-01-05 18:50:00
179.53368794086344,19,0,grocery,1,0,18.76075822961084,14,24.413140151693796,BATCH_00000314,2024-01-03 04:20:00
186.76900693354767,21,1,grocery,1,0,3.998888577657666,19,76.90829701839388,BATCH_00000310,2024-01-03 03:40:00
46.07056062296173,14,2,grocery,1,0,3.943148243506168,23,17.31314263209837,BATCH_00000361,2024-01-03 12:10:00
10.354806534292265,22,3,restaurant,1,0,3.593063822978548,31,79.02376784840159,BATCH_00000479,2024-01-04 07:50:00
249.09722349870685,13,2,grocery,1,0,7.152734627747944,24,15.552757313072917,BATCH_00000110,2024-01-01 18:20:00
45.976069348910656,12,3,online,1,0,10.377872226469664,13,51.0915799027153,BATCH_00000989,2024-01-07 20:50:00
45.22085785559826,15,0,grocery,1,0,1.7739625384443036,16,57.91088215904064,BATCH_00000486,2024-01-04 09:00:00
548.2215578012851,22,2,gas,1,0,1.7447790232754958,25,78.86151701028632,BATCH_00000363,2024-01-03 12:30:00
29.60676081017952,13,1,restaurant,0,0,10.71905302088678,15,65.37546880486043,BATCH_00000254,2024-01-02 18:20:00
122.7426677062031,15,3,online,1,0,14.854265586959691,23,30.92223209634959,BATCH_00000259,2024-01-02 19:10:00
81.62912267941712,15,3,grocery,1,0,3.98930781137345,23,236.32007244355842,BATCH_00000802,2024-01-06 13:40:00
89.85080646802518,17,1,travel,1,0,0.6182231381861268,26,60.69616201027909,BATCH_00000677,2024-01-05 16:50:00
93.16618271351983,17,4,restaurant,1,0,1.4309837616416758,18,43.14094515009326,BATCH_00000494,2024-01-04 10:20:00
24.457432734145133,12,3,grocery,0,0,2.7779631098431135,14,113.56411054758453,BATCH_00000670,2024-01-05 15:40:00
7.536574275377535,16,4,grocery,1,0,0.7217130315607913,21,66.42872514667927,BATCH_00000377,2024-01-03 14:50:00
17.420816497098908,14,0,grocery,1,0,1.9512680474545598,19,22.066263462226566,BATCH_00000526,2024-01-04 15:40:00
55.68973631992236,15,4,retail,1,1,5.830526350328111,17,49.23871966365508,BATCH_00000845,2024-01-06 20:50:00
45.73295230252386,6,1,online,1,0,7.104461259388239,18,36.39951726626965,BATCH_00000137,2024-01-01 22:50:00
200.61778485917662,8,4,grocery,1,0,2.4368035293070314,20,54.315113144276054,BATCH_00000355,2024-01-03 11:10:00
51.20223233411352,21,1,gas,1,0,6.171283550031456,17,257.85793167730355,BATCH_00000365,2024-01-03 12:50:00
141.9339623816333,11,2,gas,1,0,0.5936290721368328,18,16.41434014944449,BATCH_00000942,2024-01-07 13:00:00
36.30884694478101,22,2,retail,1,0,17.447474042917776,15,114.33149297709596,BATCH_00000749,2024-01-06 04:50:00
131.48656824377386,11,0,grocery,1,0,0.9946435014559935,18,82.66927276434647,BATCH_00000948,2024-01-07 14:00:00
18.467305922138063,9,1,restaurant,1,0,5.414858865139256,18,140.0322006335382,BATCH_00000829,2024-01-06 18:10:00
25.204931268791736,7,4,gas,1,0,12.955446518446387,16,30.669092390868425,BATCH_00000656,2024-01-05 13:20:00
134.232653794677,19,0,retail,1,0,6.434555617905289,19,53.079485919912784,BATCH_00000199,2024-01-02 09:10:00
78.65257804534477,12,0,grocery,1,0,1.7241637424572474,17,19.294210955895,BATCH_00000213,2024-01-02 11:30:00
150.23304774581283,20,3,gas,1,0,2.503626747645702,11,54.413943612829605,BATCH_00000408,2024-01-03 20:00:00
44.76805939328564,8,2,gas,1,0,10.382105075927331,18,43.46345316668673,BATCH_00000332,2024-01-03 07:20:00
13.074958163518016,21,4,retail,1,0,3.535888110267515,10,103.18608095507028,BATCH_00000208,2024-01-02 10:40:00
28.777476712508932,18,1,grocery,1,0,3.279770430329595,22,52.048777328918696,BATCH_00000613,2024-01-05 06:10:00
7.4385670070026935,7,2,gas,0,0,12.11551776933354,30,24.760339601040606,BATCH_00000078,2024-01-01 13:00:00
141.97285756761167,3,4,travel,0,1,52.39542143922308,0,111.89895238206266,BATCH_00000029,2024-01-01 04:50:00
173.06282027923154,19,4,online,1,0,8.048712181044143,14,28.58673774549279,BATCH_00000535,2024-01-04 17:10:00
108.1511403549278,22,2,retail,1,0,3.112291900225836,19,97.28939392406896,BATCH_00000695,2024-01-05 19:50:00
120.38087086232284,10,0,travel,1,0,3.8400919803787574,22,226.17477475500817,BATCH_00000557,2024-01-04 20:50:00
246.22227441885266,20,0,grocery,1,0,3.704887611589685,20,44.074030780661936,BATCH_00000836,2024-01-06 19:20:00
18.624544842683893,16,4,restaurant,0,0,10.953301399576645,18,53.89747549489412,BATCH_00000596,2024-01-05 03:20:00
242.37943382600935,14,1,retail,1,0,10.31105433343414,23,162.90267118463916,BATCH_00000165,2024-01-02 03:30:00
28.22462209330281,6,0,travel,1,0,7.507469200844735,28,35.95692818315828,BATCH_00000918,2024-01-07 09:00:00
33.73245275835666,11,3,grocery,1,0,0.7489798410809876,21,14.697578962143394,BATCH_00000495,2024-01-04 10:30:00
120.41603005761912,7,1,restaurant,1,0,0.777043469351182,25,170.09165050961494,BATCH_00000824,2024-01-06 17:20:00
24.10800457326538,12,1,grocery,1,0,4.692357940679686,17,40.39963728810962,BATCH_00000065,2024-01-01 10:50:00
157.63309608348183,9,0,retail,0,1,4.6577049301727955,25,197.5539335160391,BATCH_00000141,2024-01-01 23:30:00
70.45494288985574,7,2,restaurant,0,0,5.945499421921657,21,108.37150952251994,BATCH_00000925,2024-01-07 10:10:00
64.61081469795428,14,0,retail,1,0,0.8363767472930139,21,33.37456660368021,BATCH_00000827,2024-01-06 17:50:00
46.75403897423011,17,1,grocery,1,0,1.1520578982343448,19,96.29453436437863,BATCH_00000655,2024-01-05 13:10:00
34.38091028377792,21,4,grocery,1,0,9.45227068567306,22,31.11767946307959,BATCH_00000331,2024-01-03 07:10:00
99.51487241835544,22,2,online,0,0,1.4210868537933834,25,31.324530541698397,BATCH_00000664,2024-01-05 14:40:00
51.52217491583052,6,4,grocery,0,0,2.7335598025548595,22,28.77887286540717,BATCH_00000249,2024-01-02 17:30:00
45.728737524507196,7,3,online,1,0,2.3288818398647724,29,40.1275102594396,BATCH_00000907,2024-01-07 07:10:00
36.07068621440973,6,3,grocery,0,0,1.6235667634588409,18,43.67359661623108,BATCH_00000708,2024-01-05 22:00:00
43.808965042350685,6,3,travel,0,0,82.6403168902644,0,15.164977077652281,BATCH_00000305,2024-01-03 02:50:00
37.48508239480972,8,2,restaurant,1,0,2.041553125124116,21,170.17885791061352,BATCH_00000734,2024-01-06 02:20:00
142.23889878013063,7,4,online,0,0,1.862054873681918,18,63.97559207847763,BATCH_00000975,2024-01-07 18:30:00
41.22441509990195,11,2,gas,0,0,5.456661381258012,15,29.034878278920512,BATCH_00000049,2024-01-01 08:10:00
274.7437037100092,13,0,retail,1,0,7.268864593436817,21,55.16825900822563,BATCH_00000896,2024-01-07 05:20:00
107.8500330740703,11,2,retail,1,0,1.6084286094689086,21,23.414290638477663,BATCH_00000002,2024-01-01 00:20:00
135.33837774649066,14,0,retail,0,0,4.529674327371937,23,50.726476861727136,BATCH_00000544,2024-01-04 18:40:00
148.03420109322406,20,4,gas,1,0,1.729796561575236,20,256.8846453592313,BATCH_00000350,2024-01-03 10:20:00
3.4191647901326676,11,0,grocery,1,0,1.6304286708135787,30,104.95593143539676,BATCH_00000904,2024-01-07 06:40:00
52.76886620712801,14,1,online,1,0,3.7281375041781346,21,35.863288981584525,BATCH_00000536,2024-01-04 17:20:00
12.732677946644925,10,4,gas,1,0,2.1465617335637854,23,40.13277903458552,BATCH_00000344,2024-01-03 09:20:00
